Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,FEN,SetUp,PGN,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_1_eval,turn_2_eval,turn_3_eval,turn_4_eval,turn_5_eval,turn_6_eval,turn_7_eval,turn_8_eval
Rated Blitz game,https://lichess.org/BWqrXK11,2021.10.20,omertahsinaksoy,cubicinfinity,1-0,2021.10.20,00:35:35,870,876,+17,-13,Standard,300+3,C20,Time forfeit,NA,NA,1. e4 e5 2. g3 Nc6 3. c3 Nf6 4. Na3 b6 5. Qe2 Bb7 6. Bg2 Bc5 7. Nb5 Ba6 8. Nf3 d6 9. Ng5 h6 10. Nf3 O-O 11. O-O Nxe4 12. Qxe4 Bxb5 13. d4 exd4 14. cxd4 Bxd4 15. Bf4 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/6P1/PPPP1P1P/RNBQKBNR b KQkq - 0 2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/6P1/PPPP1P1P/RNBQKBNR w KQkq - 1 3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P3P1/PP1P1P1P/RNBQKBNR b KQkq - 0 3,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P3P1/PP1P1P1P/RNBQKBNR w KQkq - 1 4,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/N1P3P1/PP1P1P1P/R1BQKBNR b KQkq - 2 4,r1bqkb1r/p1pp1ppp/1pn2n2/4p3/4P3/N1P3P1/PP1P1P1P/R1BQKBNR w KQkq - 0 5,cp -23 lowerbound,cp 34 upperbound,cp -31 lowerbound,cp 31 lowerbound,cp 31 upperbound,cp -40,cp 35 lowerbound,cp 97
Casual Blitz game,https://lichess.org/7O1OP3T0,2021.10.19,jaquish2k,cubicinfinity,0-1,2021.10.19,21:40:25,1080,876,NA,NA,Standard,60+10,D00,Normal,NA,NA,1. d4 d5 2. Bf4 Nf6 3. e3 Nc6 4. c3 Bf5 5. Nf3 e6 6. Nbd2 Bd6 7. Bb5 Qd7 8. Ng5 O-O-O 9. b3 Ne4 10. Ngxe4 dxe4 11. Nc4 a6 12. Ba4 b5 13. Nxd6+ cxd6 14. Bxb5 axb5 15. b4 e5 16. dxe5 dxe5 17. O-O exf4 18. exf4 Qd3 19. Rc1 Qc4 20. f3 Qxa2 21. fxe4 Rxd1 22. Rfxd1 Bxe4 23. Re1 Qxg2# 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 1 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2P1P3/PP3PPP/RN1QKBNR b KQkq - 0 4,r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/2P1P3/PP3PPP/RN1QKBNR w KQkq - 1 5,cp -100,cp 85,cp -81 lowerbound,cp 77,cp -86,cp 75 lowerbound,cp -30,cp 26
Rated Rapid game,https://lichess.org/28k1wd9V,2021.10.19,cubicinfinity,Alpetl,1-0,2021.10.19,05:40:28,1166,1161,+5,-7,Standard,900+10,B12,Normal,NA,NA,1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. Qe2 Bg4 5. Nf3 Qa5+ 6. Nbd2 c5 7. h3 Bh5 8. g4 Bg6 9. c3 e6 10. Nb3 Qb6 11. dxc5 Qc6 12. Bb5 Qxb5 13. Qxb5+ Nfd7 14. Ne5 Bxe4 15. Rh2 Be7 16. Qxb7 Bxc5 17. Nxc5 Nxc5 18. Qxa8 O-O 19. Qxa7 Nd3+ 20. Nxd3 Bxd3 21. Bf4 Nc6 22. Qc7 Nd8 23. O-O-O h6 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 3,rnbqkb1r/pp2pppp/2p2n2/3p4/3PP3/3B4/PPP2PPP/RNBQK1NR w KQkq - 2 4,rnbqkb1r/pp2pppp/2p2n2/3p4/3PP3/3B4/PPP1QPPP/RNB1K1NR b KQkq - 3 4,rn1qkb1r/pp2pppp/2p2n2/3p4/3PP1b1/3B4/PPP1QPPP/RNB1K1NR w KQkq - 4 5,cp 23 lowerbound,cp -34 upperbound,cp 31 lowerbound,cp -31 lowerbound,cp 8,cp -8,cp 12,cp -5 lowerbound
Rated Rapid game,https://lichess.org/WAhK56vi,2021.10.19,cubicinfinity,mariemichelle,0-1,2021.10.19,05:06:23,1170,1253,-4,+8,Standard,900+10,A80,Normal,NA,NA,1. d4 f5 2. Bf4 Nf6 3. Nc3 Nc6 4. e3 d5 5. Nf3 e6 6. Ne5 Nxe5 7. Bxe5 Ng4 8. Bb5+ c6 9. Bd3 Nxe5 10. dxe5 Qc7 11. Qh5+ Kd8 12. f4 g6 13. Qg5+ Be7 14. Qh6 Bf8 15. Qh4+ Ke8 16. b4 Qb6 17. O-O Qxe3+ 18. Qf2 Qxf2+ 19. Kxf2 Bxb4 20. Na4 Bd2 21. Kg1 Be3+ 22. Kh1 b6 23. c4 g5 24. g3 g4 25. cxd5 cxd5 26. Rac1 Bb7 27. Rc7 Rb8 28. Bb5+ Kd8 29. Rd7+ Kc8 30. Rc1+ Bc5 31. Nxc5 Rd8 32. Nxe6+ Bc6 33. Rxc6+ Kxd7 34. Ng5 a6 35. Rd6+ Kc7 36. Bxa6 Rxd6 37. exd6+ Kxd6 38. Nxh7 Ra8 39. Bb7 Rxa2 40. Bc8 Ra1+ 41. Kg2 Kc5 42. Bxf5 Ra2+ 43. Kh1 d4 44. Bxg4 d3 45. h4 d2 46. f5 Ra1+ 47. Kg2 d1=Q 48. Bxd1 Rxd1 49. f6 Rd2+ 50. Kh3 Rd7 51. Ng5 Kd6 52. f7 Rd8 53. Nh7 Ke7 54. f8=Q+ Rxf8 55. Nxf8 Kxf8 56. g4 b5 57. g5 b4 58. g6 b3 59. h5 b2 60. h6 b1=Q 61. g7+ Kg8 62. Kg4 Qg6+ 63. Kf4 Qxh6+ 64. Kf5 Qxg7 65. Ke6 Qg6+ 66. Ke5 Qe8+ 67. Kd4 Kf7 68. Kd5 Kf6 69. Kd4 Qe5+ 70. Kd3 Kf5 71. Kc4 Qe6+ 72. Kd4 Qe5+ 73. Kc4 Qe4+ 74. Kc5 Qe5+ 75. Kc6 Ke6 76. Kb6 Qd6+ 77. Kb5 Qd7+ 78. Kc4 Ke5 79. Kc3 Ke4 80. Kc4 Qd4+ 81. Kb5 Kd5 82. Ka5 Kc6 83. Ka6 Qb6# 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppppp1pp/8/5p2/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkb1r/ppppp1pp/5n2/5p2/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rnbqkb1r/ppppp1pp/5n2/5p2/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,r1bqkb1r/ppppp1pp/2n2n2/5p2/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 4 4,r1bqkb1r/ppppp1pp/2n2n2/5p2/3P1B2/2N1P3/PPP2PPP/R2QKBNR b KQkq - 0 4,r1bqkb1r/ppp1p1pp/2n2n2/3p1p2/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq - 0 5,cp 18 upperbound,cp -6 upperbound,cp -24,cp 19,cp -13 upperbound,cp 16 lowerbound,cp -16 upperbound,cp 14 upperbound
Rated Blitz game,https://lichess.org/Ml9vBWuR,2021.10.18,lospenachos,cubicinfinity,1-0,2021.10.18,20:16:18,950,888,+5,-12,Standard,300+0,D02,Normal,NA,NA,1. d4 d5 2. Nf3 Nc6 3. Bf4 Bf5 4. e3 Nf6 5. a3 g6 6. Nbd2 Ne4 7. Nxe4 dxe4 8. Ng5 Bh6 9. Bc4 Be6 10. Bxe6 fxe6 11. Nxe6 Qd7 12. Qg4 Bxf4 13. Nxf4 O-O 14. Qxd7 Nb8 15. Qxc7 g5 16. Ne6 Na6 17. Qxb7 Rab8 18. Qxa6 Rxb2 19. Qxa7 Rxc2 20. Nxf8 Kxf8 21. Qa8+ Kf7 22. O-O g4 23. Qxe4 h5 24. Qxc2 e6 25. Qh7+ Kf6 26. Qxh5 Ke7 27. Qxg4 Kf6 28. h4 Kf7 29. h5 Kf6 30. h6 Ke7 31. h7 Kd6 32. h8=Q Ke7 33. Qh6 Kd6 34. Qhxe6+ Kc7 35. f4 Kb7 36. f5 Kc7 37. f6 Kb7 38. f7 Kc7 39. f8=Q Kb7 40. e4 Ka7 41. e5 Kb7 42. Qed6 Ka7 43. e6 Kb7 44. e7 Ka7 45. e8=Q Kb7 46. Qee7# 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 4 4,r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,cp 12,cp -19 lowerbound,cp 21 lowerbound,cp -13 upperbound,cp 19 lowerbound,cp 14 lowerbound,cp -22 upperbound,cp 17
Rated Classical game,https://lichess.org/3J0Z3Hc2,2021.10.17,cubicinfinity,Rajeswari_1,1-0,2021.10.17,04:45:45,1212,1297,+52,-6,Standard,1800+0,A45,Normal,NA,NA,1. d4 Nf6 2. Bf4 Nc6 3. Nf3 Nh5 4. e3 d5 5. Bd3 a6 6. a4 Nf6 7. Ne5 Nb8 8. h3 Nh5 9. Qxh5 g6 10. Qe2 f6 11. Ng4 Nd7 12. Bh6 c6 13. c4 Qb6 14. O-O Nb8 15. Nc3 f5 16. Bxf8 Kxf8 17. Ne5 Be6 18. e4 dxe4 19. Bc2 Qxd4 20. Qd1 Qxe5 21. Qd8+ Kg7 22. Qxe7+ Kh6 23. Qxb7 Nd7 24. Qxc6 Rac8 25. Qxa6 Nc5 26. Qb5 Bd7 27. Qb4 Rb8 28. Qa3 Ra8 29. b4 Nb7 30. a5 Qd4 31. Ne2 Qxc4 32. Rad1 Rhd8 33. Qc1+ g5 34. Rd2 Qxb4 35. Rd5 Ra6 36. h4 Kg6 37. Qxg5+ Kf7 38. Rfd1 Qb2 39. Rxd7+ Ke6 40. Qe7# 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,r1bqkb1r/pppppppp/2n2n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 3 3,r1bqkb1r/pppppppp/2n2n2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 4 3,r1bqkb1r/pppppppp/2n5/7n/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 5 4,r1bqkb1r/pppppppp/2n5/7n/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,r1bqkb1r/ppp1pppp/2n5/3p3n/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,cp 10 lowerbound,cp -18,cp 18 upperbound,cp -18,cp 12 lowerbound,cp -20 upperbound,cp 18 lowerbound,cp 40
Rated Classical game,https://lichess.org/VCHQTYuT,2021.10.16,ash082k,cubicinfinity,0-1,2021.10.16,22:35:42,1278,1151,-28,+61,Standard,1800+0,C41,Normal,NA,NA,1. e4 e5 2. Nf3 d6 3. Nc3 g6 4. d4 Nc6 5. Bb5 a6 6. Bxc6+ bxc6 7. d5 Bb7 8. O-O Qf6 9. Bg5 Qg7 10. Nh4 Be7 11. Bxe7 Nxe7 12. Qf3 O-O 13. a4 Bc8 14. dxc6 Nxc6 15. Nd5 f5 16. Nxc7 Ra7 17. Nd5 Qh6 18. Qb3 Rb7 19. Qa2 Be6 20. b3 Qxh4 21. g3 Qxe4 22. c4 f4 23. f3 Qd3 24. Rad1 Qxb3 25. Qxb3 Rxb3 26. gxf4 Bh3 27. Rf2 Nd4 28. fxe5 Nxf3+ 29. Kh1 dxe5 30. Ne7+ Kg7 31. Rd7 Rb1+ 32. Rd1 Rxd1+ 33. Rf1 Rxf1# 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,rnbqkbnr/ppp2p1p/3p2p1/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,rnbqkbnr/ppp2p1p/3p2p1/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,r1bqkbnr/ppp2p1p/2np2p1/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 5,cp 25,cp -31 lowerbound,cp 27,cp -36 lowerbound,cp 52 lowerbound,cp -33 upperbound,cp 46 lowerbound,cp 37
Rated Blitz game,https://lichess.org/eOB1raUK,2021.10.16,aboodichess1994,cubicinfinity,0-1,2021.10.16,04:43:20,834,875,-5,+13,Standard,180+2,C20,Time forfeit,NA,NA,1. e4 e5 2. d3 Nf6 3. f3 c5 4. Nd2 d5 5. Nb3 d4 6. Nd2 Qa5 7. Rb1 Be6 8. b4 Qxa2 9. Bb2 Nc6 10. c4 Nxb4 11. Qb3 Qxb3 12. Nxb3 Bd6 13. Ne2 O-O 14. g3 Nc2+ 15. Kd2 Ne3 16. Rg1 Nxf1+ 17. Rgxf1 Bd7 18. Nexd4 cxd4 19. Bxd4 exd4 20. Nxd4 a5 21. Nf5 Bb4+ 22. Ke2 Bxf5 23. exf5 a4 24. Rxb4 a3 25. Ra1 Nd7 26. Rxb7 Rab8 27. Rxd7 Rb2+ 28. Ke3 a2 29. Ra7 Rb1 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/3P1P2/PPP3PP/RNBQKBNR b KQkq - 0 3,rnbqkb1r/pp1p1ppp/5n2/2p1p3/4P3/3P1P2/PPP3PP/RNBQKBNR w KQkq - 0 4,rnbqkb1r/pp1p1ppp/5n2/2p1p3/4P3/3P1P2/PPPN2PP/R1BQKBNR b KQkq - 1 4,rnbqkb1r/pp3ppp/5n2/2ppp3/4P3/3P1P2/PPPN2PP/R1BQKBNR w KQkq - 0 5,cp -32 lowerbound,cp 25,cp -18,cp 17 upperbound,cp -24 upperbound,cp 21 lowerbound,cp -27,cp 23 upperbound
Rated Blitz game,https://lichess.org/mDIyRJ5X,2021.10.16,bitcoinsatoshivision,cubicinfinity,0-1,2021.10.16,04:39:53,1017,853,-8,+22,Standard,180+2,B01,Normal,NA,NA,1. e4 d5 2. e5 Nc6 3. f4 f6 4. e6 Bxe6 5. Qe2 Nd4 6. Qe3 c5 7. c3 Nc2+ 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3pP3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,r1bqkbnr/ppp1pppp/2n5/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,r1bqkbnr/ppp1pppp/2n5/3pP3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,r1bqkbnr/ppp1p1pp/2n2p2/3pP3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,r1bqkbnr/ppp1p1pp/2n1Pp2/3p4/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 4,r2qkbnr/ppp1p1pp/2n1bp2/3p4/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 5,cp 72 lowerbound,cp -75 lowerbound,cp 60,cp -59 upperbound,cp 63 lowerbound,cp -75 lowerbound,cp 60,cp -70
Rated Rapid game,https://lichess.org/N0ydA57x,2021.10.16,cubicinfinity,Adibosshanna,0-1,2021.10.16,04:22:44,1176,1184,-6,+6,Standard,900+10,B00,Normal,NA,NA,1. e4 b6 2. d4 e6 3. Nf3 Qe7 4. Bf4 Nf6 5. e5 Nd5 6. g3 Qb4+ 7. Nbd2 Qxb2 8. Ne4 Nc3 9. Nxc3 Qxc3+ 10. Bd2 Qa3 11. Ng5 g6 12. Bc4 Bb7 13. O-O Qa4 14. Qe2 Qc6 15. Rfc1 Qh1# 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/p1pppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,rnb1kbnr/p1ppqppp/1p2p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4,rnb1kbnr/p1ppqppp/1p2p3/8/3PPB2/5N2/PPP2PPP/RN1QKB1R b KQkq - 3 4,rnb1kb1r/p1ppqppp/1p2pn2/8/3PPB2/5N2/PPP2PPP/RN1QKB1R w KQkq - 4 5,cp 22,cp -22,cp 24,cp -27 upperbound,cp 27 lowerbound,cp 114 upperbound,cp -117,cp 119 lowerbound
Rated Rapid game,https://lichess.org/HGJ8pd1m,2021.10.16,cubicinfinity,Avanier,0-1,2021.10.16,04:04:56,1180,1287,-4,+4,Standard,900+10,B07,Time forfeit,NA,NA,1. d4 Nf6 2. Nc3 g6 3. e4 d6 4. Bc4 Bg7 5. Bf4 O-O 6. e5 Nh5 7. Nge2 Bg4 8. h3 Nxf4 9. hxg4 Nxg2+ 10. Kf1 Qd7 11. f3 Ne3+ 12. Kf2 Nxd1+ 13. Raxd1 Nc6 14. Nd5 dxe5 0-1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 2 2,rnbqkb1r/pppppp1p/5np1/8/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,rnbqkb1r/pppppp1p/5np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,rnbqkb1r/ppp1pp1p/3p1np1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR b KQkq - 1 4,rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR w KQkq - 2 5,cp -124 lowerbound,cp 131,cp 124,cp -122,cp 120,cp -129 upperbound,cp 126 lowerbound,cp -133 upperbound
Rated Rapid game,https://lichess.org/ZS5HDR5J,2021.10.16,daveyamo,cubicinfinity,0-1,2021.10.16,03:37:56,1154,1174,-5,+6,Standard,900+10,A06,Normal,NA,NA,1. d3 d5 2. Nf3 Bf5 3. c3 Nf6 4. Qa4+ Qd7 5. Qc2 e6 6. e4 dxe4 7. dxe4 Bxe4 8. Qd2 Qxd2+ 9. Bxd2 Nc6 10. Bf4 O-O-O 11. Bb5 Bc5 12. Nbd2 e5 13. Nxe5 Nxe5 14. Bxe5 Bc6 15. Bxc6 bxc6 16. b4 Rhe8 17. O-O Rxe5 18. bxc5 Rxc5 19. Rab1 Rxd2 20. Rfd1 Ne4 21. f3 Nxc3 22. Rxd2 Nxb1 23. Rd1 Nc3 24. Re1 Nxa2 25. Re8+ Kd7 26. Re2 Rc1+ 27. Kf2 Nc3 28. Re1 Rxe1 29. Kxe1 a5 30. Kd2 Nb5 31. Kc2 f5 32. f4 c5 33. Kb3 Nd6 34. h3 g5 35. g4 gxf4 36. g5 f3 37. Ka4 Nb7 38. h4 f2 39. h5 f1=Q 40. g6 hxg6 41. hxg6 Qg1 42. g7 Qxg7 43. Kb5 Qf6 44. Kc4 f4 45. Kd3 a4 46. Kc2 f3 47. Kd2 f2 48. Ke2 f1=Q+ 49. Ke3 Nd6 50. Kd2 Qd4+ 51. Kc2 Qfd1# 0-1,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,rn1qkbnr/ppp1pppp/8/3p1b2/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,rn1qkbnr/ppp1pppp/8/3p1b2/8/2PP1N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,rn1qkb1r/ppp1pppp/5n2/3p1b2/8/2PP1N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,rn1qkb1r/ppp1pppp/5n2/3p1b2/Q7/2PP1N2/PP2PPPP/RNB1KB1R b KQkq - 2 4,rn2kb1r/pppqpppp/5n2/3p1b2/Q7/2PP1N2/PP2PPPP/RNB1KB1R w KQkq - 3 5,cp 185,cp -178,cp 176,cp -190 lowerbound,cp 11,cp -5,cp 4,cp -3 upperbound
Rated Rapid game,https://lichess.org/wTdPlmsZ,2021.10.16,cubicinfinity,BionicMuskrat,1/2-1/2,2021.10.16,01:14:01,1175,1095,-1,+1,Standard,900+10,A40,Normal,NA,NA,1. d4 e6 2. Bf4 d5 3. Nf3 Bb4+ 4. c3 Be7 5. e3 Nf6 6. Bd3 O-O 7. a4 Bd7 8. b4 Nc6 9. b5 Na5 10. Na3 Nb3 11. Qxb3 Ng4 12. Ne5 Nxe5 13. Bxe5 c6 14. c4 c5 15. a5 b6 16. axb6 axb6 1/2-1/2,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/4p3/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,rnbqk1nr/ppp2ppp/4p3/3p4/1b1P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,rnbqk1nr/ppp2ppp/4p3/3p4/1b1P1B2/2P2N2/PP2PPPP/RN1QKB1R b KQkq - 0 4,rnbqk1nr/ppp1bppp/4p3/3p4/3P1B2/2P2N2/PP2PPPP/RN1QKB1R w KQkq - 1 5,cp -0 upperbound,cp 8 lowerbound,cp 5,cp -6,cp -25 lowerbound,cp 19 lowerbound,cp -18,cp 25 lowerbound
